"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Update the position of a starred board","105","testUpdatePositionBoardStarMember","All test","Thu Apr 10 20:40:16 GMT 2025","passed","Thu Apr 10 20:40:16 GMT 2025","api.tests.api.MembersAPITest","Tests with xml","api.tests.api.MembersAPITest","testUpdatePositionBoardStarMember"
"Get a card","114","testGetCard","All test","Thu Apr 10 20:40:16 GMT 2025","passed","Thu Apr 10 20:40:16 GMT 2025","api.tests.api.CardsApiTest","Tests with xml","api.tests.api.CardsApiTest","testGetCard"
"Get reaction of specific action","152","testGetActionsReaction","All test","Thu Apr 10 20:40:27 GMT 2025","passed","Thu Apr 10 20:40:27 GMT 2025","api.tests.api.ActionsAPITest","Tests with xml","api.tests.api.ActionsAPITest","testGetActionsReaction"
"Get a 'pos' field on a checklist","138","testGetFieldOnAChecklist","All test","Thu Apr 10 20:40:26 GMT 2025","passed","Thu Apr 10 20:40:27 GMT 2025","api.tests.api.ChecklistsAPITest","Tests with xml","api.tests.api.ChecklistsAPITest","testGetFieldOnAChecklist"
"Get all checkItems presented on a checklist","116","testGetCheckitemsOnAChecklist","All test","Thu Apr 10 20:40:26 GMT 2025","passed","Thu Apr 10 20:40:26 GMT 2025","api.tests.api.ChecklistsAPITest","Tests with xml","api.tests.api.ChecklistsAPITest","testGetCheckitemsOnAChecklist"
"Create a checklist on a card","224","testCreateAChecklist","All test","Thu Apr 10 20:40:14 GMT 2025","passed","Thu Apr 10 20:40:15 GMT 2025","api.tests.api.ChecklistsAPITest","Tests with xml","api.tests.api.ChecklistsAPITest","testCreateAChecklist"
"Create a new Card","422","testCreateNewCard","All test","Thu Apr 10 20:40:12 GMT 2025","passed","Thu Apr 10 20:40:12 GMT 2025","api.tests.api.CardsApiTest","Tests with xml","api.tests.api.CardsApiTest","testCreateNewCard"
"Update a comment of the action","853","testUpdateACommentOfTheAction","All test","Thu Apr 10 20:40:17 GMT 2025","passed","Thu Apr 10 20:40:18 GMT 2025","api.tests.api.ActionsAPITest","Tests with xml","api.tests.api.ActionsAPITest","testUpdateACommentOfTheAction"
"Get board","778","testGetUiBoard","All test","Thu Apr 10 20:40:18 GMT 2025","passed","Thu Apr 10 20:40:19 GMT 2025","api.tests.ui.BoardsUiTest","Test UI with xml","api.tests.ui.BoardsUiTest","testGetUiBoard"
"","122","get specified field from a board","All test","Thu Apr 10 20:40:28 GMT 2025","passed","Thu Apr 10 20:40:28 GMT 2025","api.tests.api.BoardApiTest","Tests with xml","api.tests.api.BoardApiTest","testGetAFieldOnABord"
"Update a name of a checklist","186","testUpdateAChecklist","All test","Thu Apr 10 20:40:25 GMT 2025","passed","Thu Apr 10 20:40:26 GMT 2025","api.tests.api.ChecklistsAPITest","Tests with xml","api.tests.api.ChecklistsAPITest","testUpdateAChecklist"
"Create reaction for specific action ","207","testCreateReactionForAction","All test","Thu Apr 10 20:40:26 GMT 2025","passed","Thu Apr 10 20:40:26 GMT 2025","api.tests.api.ActionsAPITest","Tests with xml","api.tests.api.ActionsAPITest","testCreateReactionForAction"
"Get a field on a card","106","testGetFieldCard","All test","Thu Apr 10 20:40:26 GMT 2025","passed","Thu Apr 10 20:40:26 GMT 2025","api.tests.api.CardsApiTest","Tests with xml","api.tests.api.CardsApiTest","testGetFieldCard"
"","131","Get members of a bord","All test","Thu Apr 10 20:40:29 GMT 2025","passed","Thu Apr 10 20:40:29 GMT 2025","api.tests.api.BoardApiTest","Tests with xml","api.tests.api.BoardApiTest","testGetTheMembersOfABoard"
"Create a new List on a Board","404","testCreateNewList","All test","Thu Apr 10 20:40:10 GMT 2025","passed","Thu Apr 10 20:40:11 GMT 2025","api.tests.api.ListsApiTest","Tests with xml","api.tests.api.ListsApiTest","testCreateNewList"
"Unarchived a list on a board","234","testUnArchiveAList","All test","Thu Apr 10 20:40:27 GMT 2025","passed","Thu Apr 10 20:40:27 GMT 2025","api.tests.api.ListsApiTest","Tests with xml","api.tests.api.ListsApiTest","testUnArchiveAList"
"Get the reactions related to the specific action ","113","testGetActions_Reactions","All test","Thu Apr 10 20:40:24 GMT 2025","passed","Thu Apr 10 20:40:25 GMT 2025","api.tests.api.ActionsAPITest","Tests with xml","api.tests.api.ActionsAPITest","testGetActions_Reactions"
