"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Create a new Card","369","testCreateNewCard","All test","Thu Apr 10 11:20:48 GMT 2025","passed","Thu Apr 10 11:20:49 GMT 2025","api.tests.api.CardsApiTest","Tests  API with xml","api.tests.api.CardsApiTest","testCreateNewCard"
"Update field label","246","testUpdateFieldLabel","All test","Thu Apr 10 11:20:53 GMT 2025","passed","Thu Apr 10 11:20:53 GMT 2025","api.tests.api.LabelsApiTest","Tests  API with xml","api.tests.api.LabelsApiTest","testUpdateFieldLabel"
"Create a new List on a Board","631","testArchiveAllCardsOnTheList","All test","Thu Apr 10 11:20:55 GMT 2025","passed","Thu Apr 10 11:20:55 GMT 2025","api.tests.api.ListsApiTest","Tests  API with xml","api.tests.api.ListsApiTest","testArchiveAllCardsOnTheList"
"Update label","299","testUpdateLabel","All test","Thu Apr 10 11:20:53 GMT 2025","passed","Thu Apr 10 11:20:54 GMT 2025","api.tests.api.LabelsApiTest","Tests  API with xml","api.tests.api.LabelsApiTest","testUpdateLabel"
"Update a name of the list","250","tesUpdateANameForToDoList","All test","Thu Apr 10 11:20:52 GMT 2025","passed","Thu Apr 10 11:20:52 GMT 2025","api.tests.api.ListsApiTest","Tests  API with xml","api.tests.api.ListsApiTest","tesUpdateANameForToDoList"
"Get a card","207","testGetCard","All test","Thu Apr 10 11:20:52 GMT 2025","passed","Thu Apr 10 11:20:52 GMT 2025","api.tests.api.CardsApiTest","Tests  API with xml","api.tests.api.CardsApiTest","testGetCard"
"Get board","334","testGetUiBoard","All test","Thu Apr 10 11:20:49 GMT 2025","broken","Thu Apr 10 11:20:49 GMT 2025","api.tests.ui.BoardsUiTest","Test UI with xml","api.tests.ui.BoardsUiTest","testGetUiBoard"
"Create a new List on a Board","634","testCreateNewList","All test","Thu Apr 10 11:20:47 GMT 2025","passed","Thu Apr 10 11:20:48 GMT 2025","api.tests.api.ListsApiTest","Tests  API with xml","api.tests.api.ListsApiTest","testCreateNewList"
"Create Board","5956","testCreateUiBoard","All test","Thu Apr 10 11:20:42 GMT 2025","broken","Thu Apr 10 11:20:48 GMT 2025","api.tests.ui.BoardsUiTest","Test UI with xml","api.tests.ui.BoardsUiTest","testCreateUiBoard"
"Delete board","2117","testDeleteUiBoard","All test","Thu Apr 10 11:20:49 GMT 2025","passed","Thu Apr 10 11:20:52 GMT 2025","api.tests.ui.BoardsUiTest","Test UI with xml","api.tests.ui.BoardsUiTest","testDeleteUiBoard"
"Get a list from a board with updated name (before 'ToDO' now it is 'Updated name for the list')","175","testGetAList","All test","Thu Apr 10 11:20:55 GMT 2025","passed","Thu Apr 10 11:20:56 GMT 2025","api.tests.api.ListsApiTest","Tests  API with xml","api.tests.api.ListsApiTest","testGetAList"
"Update field label","249","testUpdateFieldLabel","All test","Thu Apr 10 11:20:53 GMT 2025","passed","Thu Apr 10 11:20:53 GMT 2025","api.tests.api.LabelsApiTest","Tests  API with xml","api.tests.api.LabelsApiTest","testUpdateFieldLabel"
"Get label","194","testGetLabel","All test","Thu Apr 10 11:20:53 GMT 2025","passed","Thu Apr 10 11:20:53 GMT 2025","api.tests.api.LabelsApiTest","Tests  API with xml","api.tests.api.LabelsApiTest","testGetLabel"
"Get the action from a board","217","getAnAction","All test","Thu Apr 10 11:20:51 GMT 2025","passed","Thu Apr 10 11:20:51 GMT 2025","api.tests.api.ActionsAPITest","Tests  API with xml","api.tests.api.ActionsAPITest","getAnAction"
"Update a comment of the action","985","testUpdateACommentOfTheAction","All test","Thu Apr 10 11:20:54 GMT 2025","passed","Thu Apr 10 11:20:55 GMT 2025","api.tests.api.ActionsAPITest","Tests  API with xml","api.tests.api.ActionsAPITest","testUpdateACommentOfTheAction"
"Update a card","288","testUpdateCard","All test","Thu Apr 10 11:20:52 GMT 2025","passed","Thu Apr 10 11:20:53 GMT 2025","api.tests.api.CardsApiTest","Tests  API with xml","api.tests.api.CardsApiTest","testUpdateCard"
"Create a new Label on a Board","326","testCreateLabel","All test","Thu Apr 10 11:20:49 GMT 2025","passed","Thu Apr 10 11:20:50 GMT 2025","api.tests.api.LabelsApiTest","Tests  API with xml","api.tests.api.LabelsApiTest","testCreateLabel"
"Get board","192","testGetBoard","All test","Thu Apr 10 11:20:55 GMT 2025","passed","Thu Apr 10 11:20:55 GMT 2025","api.tests.api.BoardApiTest","Tests  API with xml","api.tests.api.BoardApiTest","testGetBoard"
"Get list of user","523","Create Board Validation","All test","Thu Apr 10 11:20:51 GMT 2025","passed","Thu Apr 10 11:20:52 GMT 2025","api.tests.api.BoardApiTest","Tests  API with xml","api.tests.api.BoardApiTest","testCreateBoard"
