"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Delete board","1836","testDeleteBoard","All test","Wed Apr 09 13:16:04 GMT 2025","passed","Wed Apr 09 13:16:05 GMT 2025","api.tests.api.BoardApiTest","Tests with xml","api.tests.api.BoardApiTest","testDeleteBoard"
"Get a 'pos' field on a checklist","172","testGetFieldOnAChecklist","All test","Wed Apr 09 13:15:45 GMT 2025","passed","Wed Apr 09 13:15:45 GMT 2025","api.tests.api.ChecklistsAPITest","Tests with xml","api.tests.api.ChecklistsAPITest","testGetFieldOnAChecklist"
"Create a new Label on a Board","246","testCreateLabel","All test","Wed Apr 09 13:15:32 GMT 2025","passed","Wed Apr 09 13:15:32 GMT 2025","api.tests.api.LabelsApiTest","Tests with xml","api.tests.api.LabelsApiTest","testCreateLabel"
"Get a attachments on a card","137","testGetAttachmentsCard","All test","Wed Apr 09 13:15:54 GMT 2025","passed","Wed Apr 09 13:15:54 GMT 2025","api.tests.api.CardsApiTest","Tests with xml","api.tests.api.CardsApiTest","testGetAttachmentsCard"
"Get the card the action belong to","176","testGetTheCardForAnAction","All test","Wed Apr 09 13:15:43 GMT 2025","passed","Wed Apr 09 13:15:43 GMT 2025","api.tests.api.ActionsAPITest","Tests with xml","api.tests.api.ActionsAPITest","testGetTheCardForAnAction"
"Archive a list on a board","190","testArchiveAList","All test","Wed Apr 09 13:15:44 GMT 2025","passed","Wed Apr 09 13:15:44 GMT 2025","api.tests.api.ListsApiTest","Tests with xml","api.tests.api.ListsApiTest","testArchiveAList"
"Get a actions on a card","136","testGetActionsCard","All test","Wed Apr 09 13:15:54 GMT 2025","passed","Wed Apr 09 13:15:54 GMT 2025","api.tests.api.CardsApiTest","Tests with xml","api.tests.api.CardsApiTest","testGetActionsCard"
"Get the board to which an action refers to","250","testGetTheBoardForAnAction","All test","Wed Apr 09 13:15:43 GMT 2025","passed","Wed Apr 09 13:15:43 GMT 2025","api.tests.api.ActionsAPITest","Tests with xml","api.tests.api.ActionsAPITest","testGetTheBoardForAnAction"
"","584","Get all existed filtered cards from a bord","All test","Wed Apr 09 13:15:47 GMT 2025","passed","Wed Apr 09 13:15:48 GMT 2025","api.tests.api.BoardApiTest","Tests with xml","api.tests.api.BoardApiTest","testGetFilteredCardsOnABoard"
"Get the Board a List is on","157","testGetABoardAListIsOn","All test","Wed Apr 09 13:15:55 GMT 2025","passed","Wed Apr 09 13:15:55 GMT 2025","api.tests.api.ListsApiTest","Tests with xml","api.tests.api.ListsApiTest","testGetABoardAListIsOn"
"Get boardStars on a Board","130","testGetBoardStarsOnBoard","All test","Wed Apr 09 13:15:54 GMT 2025","passed","Wed Apr 09 13:15:54 GMT 2025","api.tests.api.BoardApiTest","Tests with xml","api.tests.api.BoardApiTest","testGetBoardStarsOnBoard"
"Update field label","207","testUpdateFieldLabel","All test","Wed Apr 09 13:15:36 GMT 2025","passed","Wed Apr 09 13:15:37 GMT 2025","api.tests.api.LabelsApiTest","Tests with xml","api.tests.api.LabelsApiTest","testUpdateFieldLabel"
"Get reaction of specific action","142","testGetActionsReaction","All test","Wed Apr 09 13:15:47 GMT 2025","passed","Wed Apr 09 13:15:47 GMT 2025","api.tests.api.ActionsAPITest","Tests with xml","api.tests.api.ActionsAPITest","testGetActionsReaction"
"Create a Label on a Board","200","testCreateLabelOnBoard","All test","Wed Apr 09 13:15:46 GMT 2025","passed","Wed Apr 09 13:15:46 GMT 2025","api.tests.api.BoardApiTest","Tests with xml","api.tests.api.BoardApiTest","testCreateLabelOnBoard"
"","136","Get all existed custom fields from a bord","All test","Wed Apr 09 13:15:49 GMT 2025","passed","Wed Apr 09 13:15:49 GMT 2025","api.tests.api.BoardApiTest","Tests with xml","api.tests.api.BoardApiTest","testGetCustomFieldsForABoard"
"Create a new List on a Board","594","testArchiveAllCardsOnTheList","All test","Wed Apr 09 13:15:38 GMT 2025","passed","Wed Apr 09 13:15:39 GMT 2025","api.tests.api.ListsApiTest","Tests with xml","api.tests.api.ListsApiTest","testArchiveAllCardsOnTheList"
"Get a card","567","testGetCard","All test","Wed Apr 09 13:15:35 GMT 2025","passed","Wed Apr 09 13:15:36 GMT 2025","api.tests.api.CardsApiTest","Tests with xml","api.tests.api.CardsApiTest","testGetCard"
"Remove member from board","831","testRemoveMemberFromBoard","All test","Wed Apr 09 13:16:03 GMT 2025","passed","Wed Apr 09 13:16:04 GMT 2025","api.tests.api.BoardApiTest","Tests with xml","api.tests.api.BoardApiTest","testRemoveMemberFromBoard"
"Get a checklist on a card","130","testGetAChecklist","All test","Wed Apr 09 13:15:38 GMT 2025","passed","Wed Apr 09 13:15:38 GMT 2025","api.tests.api.ChecklistsAPITest","Tests with xml","api.tests.api.ChecklistsAPITest","testGetAChecklist"
"Get memberships on a Board","118","testGetMembershipsOnBoard","All test","Wed Apr 09 13:15:54 GMT 2025","passed","Wed Apr 09 13:15:54 GMT 2025","api.tests.api.BoardApiTest","Tests with xml","api.tests.api.BoardApiTest","testGetMembershipsOnBoard"
"Unarchived a list on a board","267","testUnArchiveAList","All test","Wed Apr 09 13:15:46 GMT 2025","passed","Wed Apr 09 13:15:47 GMT 2025","api.tests.api.ListsApiTest","Tests with xml","api.tests.api.ListsApiTest","testUnArchiveAList"
"Create a List on a Board","195","testCreateListOnBoard","All test","Wed Apr 09 13:15:44 GMT 2025","passed","Wed Apr 09 13:15:44 GMT 2025","api.tests.api.BoardApiTest","Tests with xml","api.tests.api.BoardApiTest","testCreateListOnBoard"
"Get list of user","397","Create Board Validation","All test","Wed Apr 09 13:15:35 GMT 2025","passed","Wed Apr 09 13:15:35 GMT 2025","api.tests.api.BoardApiTest","Tests with xml","api.tests.api.BoardApiTest","testCreateBoard"
"","133","get specified field from a board","All test","Wed Apr 09 13:15:47 GMT 2025","passed","Wed Apr 09 13:15:47 GMT 2025","api.tests.api.BoardApiTest","Tests with xml","api.tests.api.BoardApiTest","testGetAFieldOnABord"
