"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Create a List on a Board","268","testCreateListOnBoard","Surefire suite","Thu Mar 13 07:47:24 GMT 2025","passed","Thu Mar 13 07:47:24 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testCreateListOnBoard"
"Update board","237","testUpdateBoard","Surefire suite","Thu Mar 13 07:47:26 GMT 2025","passed","Thu Mar 13 07:47:26 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testUpdateBoard"
"Update a card","281","testUpdateCard","Surefire suite","Thu Mar 13 07:47:25 GMT 2025","passed","Thu Mar 13 07:47:25 GMT 2025","api.tests.api.CardsApiTest","Surefire test","api.tests.api.CardsApiTest","testUpdateCard"
"Get list of user","2504","Create Board Validation","Surefire suite","Thu Mar 13 07:47:21 GMT 2025","passed","Thu Mar 13 07:47:23 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testCreateBoard"
"Delete a card","694","testDeleteCard","Surefire suite","Thu Mar 13 07:47:25 GMT 2025","passed","Thu Mar 13 07:47:26 GMT 2025","api.tests.api.CardsApiTest","Surefire test","api.tests.api.CardsApiTest","testDeleteCard"
"Get Labels on a Board","159","testGetLabelsOnBoard","Surefire suite","Thu Mar 13 07:47:24 GMT 2025","passed","Thu Mar 13 07:47:25 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testGetLabelsOnBoard"
"Delete board","1646","testDeleteBoard","Surefire suite","Thu Mar 13 07:47:26 GMT 2025","passed","Thu Mar 13 07:47:28 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testDeleteBoard"
"Create a Label on a Board","267","testCreateLabelOnBoard","Surefire suite","Thu Mar 13 07:47:24 GMT 2025","passed","Thu Mar 13 07:47:24 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testCreateLabelOnBoard"
"Get a card","244","testGetCard","Surefire suite","Thu Mar 13 07:47:25 GMT 2025","passed","Thu Mar 13 07:47:25 GMT 2025","api.tests.api.CardsApiTest","Surefire test","api.tests.api.CardsApiTest","testGetCard"
"Get board","262","testGetBoard","Surefire suite","Thu Mar 13 07:47:23 GMT 2025","passed","Thu Mar 13 07:47:24 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testGetBoard"
"Create a new Card","349","testCreateNewCard","Surefire suite","Thu Mar 13 07:47:24 GMT 2025","passed","Thu Mar 13 07:47:24 GMT 2025","api.tests.api.CardsApiTest","Surefire test","api.tests.api.CardsApiTest","testCreateNewCard"
