"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","98","Get all existed cards from a bord","All test","Tue Apr 08 15:35:56 GMT 2025","passed","Tue Apr 08 15:35:56 GMT 2025","api.tests.api.BoardApiTest","Tests with xml","api.tests.api.BoardApiTest","testGetCardsOnABoard"
"Create reaction for specific action ","159","testCreateReactionForAction","All test","Tue Apr 08 15:35:55 GMT 2025","passed","Tue Apr 08 15:35:55 GMT 2025","api.tests.api.ActionsAPITest","Tests with xml","api.tests.api.ActionsAPITest","testCreateReactionForAction"
"Get memberships on a Board","86","testGetMembershipsOnBoard","All test","Tue Apr 08 15:36:03 GMT 2025","passed","Tue Apr 08 15:36:03 GMT 2025","api.tests.api.BoardApiTest","Tests with xml","api.tests.api.BoardApiTest","testGetMembershipsOnBoard"
"Get reaction of specific action","131","testGetActionsReaction","All test","Tue Apr 08 15:35:55 GMT 2025","passed","Tue Apr 08 15:35:56 GMT 2025","api.tests.api.ActionsAPITest","Tests with xml","api.tests.api.ActionsAPITest","testGetActionsReaction"
"Get boardStars on a Board","89","testGetBoardStarsOnBoard","All test","Tue Apr 08 15:36:03 GMT 2025","passed","Tue Apr 08 15:36:03 GMT 2025","api.tests.api.BoardApiTest","Tests with xml","api.tests.api.BoardApiTest","testGetBoardStarsOnBoard"
"Move all cards from one list to another","928","testMoveAllCardsFromOneListToAnother","All test","Tue Apr 08 15:35:51 GMT 2025","passed","Tue Apr 08 15:35:52 GMT 2025","api.tests.api.ListsApiTest","Tests with xml","api.tests.api.ListsApiTest","testMoveAllCardsFromOneListToAnother"
"Create a new Label on a Board","194","testCreateLabel","All test","Tue Apr 08 15:35:47 GMT 2025","passed","Tue Apr 08 15:35:47 GMT 2025","api.tests.api.LabelsApiTest","Tests with xml","api.tests.api.LabelsApiTest","testCreateLabel"
"Update a card","213","testUpdateCard","All test","Tue Apr 08 15:35:48 GMT 2025","passed","Tue Apr 08 15:35:49 GMT 2025","api.tests.api.CardsApiTest","Tests with xml","api.tests.api.CardsApiTest","testUpdateCard"
"Get a field 'date' of an action","131","testGetASpecificFieldOnAnAction","All test","Tue Apr 08 15:35:53 GMT 2025","passed","Tue Apr 08 15:35:53 GMT 2025","api.tests.api.ActionsAPITest","Tests with xml","api.tests.api.ActionsAPITest","testGetASpecificFieldOnAnAction"
"Get the card the action belong to","155","testGetTheCardForAnAction","All test","Tue Apr 08 15:35:54 GMT 2025","passed","Tue Apr 08 15:35:54 GMT 2025","api.tests.api.ActionsAPITest","Tests with xml","api.tests.api.ActionsAPITest","testGetTheCardForAnAction"
