"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Unstar a board","138","testDeleteStarBoard","All test","Fri Apr 11 07:18:01 GMT 2025","passed","Fri Apr 11 07:18:02 GMT 2025","api.tests.api.MembersAPITest","Tests API with xml","api.tests.api.MembersAPITest","testDeleteStarBoard"
"Update field label","177","testUpdateFieldLabel","All test","Fri Apr 11 07:18:00 GMT 2025","passed","Fri Apr 11 07:18:00 GMT 2025","api.tests.api.LabelsApiTest","Tests API with xml","api.tests.api.LabelsApiTest","testUpdateFieldLabel"
"Create a new Label on a Board","214","testCreateLabel","All test","Fri Apr 11 07:17:54 GMT 2025","passed","Fri Apr 11 07:17:54 GMT 2025","api.tests.api.LabelsApiTest","Tests API with xml","api.tests.api.LabelsApiTest","testCreateLabel"
"Get list of user","530","Create Board Validation","All test","Fri Apr 11 07:17:59 GMT 2025","passed","Fri Apr 11 07:17:59 GMT 2025","api.tests.api.BoardApiTest","Tests API with xml","api.tests.api.BoardApiTest","testCreateBoard"
"Update field label","171","testUpdateFieldLabel","All test","Fri Apr 11 07:18:00 GMT 2025","passed","Fri Apr 11 07:18:00 GMT 2025","api.tests.api.LabelsApiTest","Tests API with xml","api.tests.api.LabelsApiTest","testUpdateFieldLabel"
"Update a comment of the action","911","testUpdateACommentOfTheAction","All test","Fri Apr 11 07:18:00 GMT 2025","passed","Fri Apr 11 07:18:01 GMT 2025","api.tests.api.ActionsAPITest","Tests API with xml","api.tests.api.ActionsAPITest","testUpdateACommentOfTheAction"
"Create a checklist on a card","258","testCreateAChecklist","All test","Fri Apr 11 07:17:57 GMT 2025","passed","Fri Apr 11 07:17:57 GMT 2025","api.tests.api.ChecklistsAPITest","Tests API with xml","api.tests.api.ChecklistsAPITest","testCreateAChecklist"
"Create Board","5716","testCreateUiBoard","All test","Fri Apr 11 07:17:48 GMT 2025","broken","Fri Apr 11 07:17:53 GMT 2025","api.tests.ui.BoardsUiTest","Test UI with xml","api.tests.ui.BoardsUiTest","testCreateUiBoard"
"Create a new List on a Board","408","testCreateNewList","All test","Fri Apr 11 07:17:52 GMT 2025","passed","Fri Apr 11 07:17:53 GMT 2025","api.tests.api.ListsApiTest","Tests API with xml","api.tests.api.ListsApiTest","testCreateNewList"
"Update a name of the list","192","tesUpdateANameForToDoList","All test","Fri Apr 11 07:17:59 GMT 2025","passed","Fri Apr 11 07:17:59 GMT 2025","api.tests.api.ListsApiTest","Tests API with xml","api.tests.api.ListsApiTest","tesUpdateANameForToDoList"
