"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","98","Get all existed custom fields from a bord","Surefire suite","Sat Mar 22 14:34:23 GMT 2025","passed","Sat Mar 22 14:34:23 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testGetCustomFieldsForABoard"
"Get a card","121","testGetCard","Surefire suite","Sat Mar 22 14:34:23 GMT 2025","passed","Sat Mar 22 14:34:23 GMT 2025","api.tests.api.CardsApiTest","Surefire test","api.tests.api.CardsApiTest","testGetCard"
"Create a Label on a Board","207","testCreateLabelOnBoard","Surefire suite","Sat Mar 22 14:34:21 GMT 2025","passed","Sat Mar 22 14:34:21 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testCreateLabelOnBoard"
"Delete board","1060","testDeleteBoard","Surefire suite","Sat Mar 22 14:34:24 GMT 2025","passed","Sat Mar 22 14:34:25 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testDeleteBoard"
"Delete a card","474","testDeleteCard","Surefire suite","Sat Mar 22 14:34:23 GMT 2025","passed","Sat Mar 22 14:34:24 GMT 2025","api.tests.api.CardsApiTest","Surefire test","api.tests.api.CardsApiTest","testDeleteCard"
"","111","Get closed lists from a bord","Surefire suite","Sat Mar 22 14:34:22 GMT 2025","passed","Sat Mar 22 14:34:22 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testGetClosedListOfABoard"
"Create a new Card","307","testCreateNewCard","Surefire suite","Sat Mar 22 14:34:21 GMT 2025","passed","Sat Mar 22 14:34:22 GMT 2025","api.tests.api.CardsApiTest","Surefire test","api.tests.api.CardsApiTest","testCreateNewCard"
"","139","Get members of a bord","Surefire suite","Sat Mar 22 14:34:23 GMT 2025","passed","Sat Mar 22 14:34:23 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testGetTheMembersOfABoard"
"","129","Get all existed filtered cards from a bord","Surefire suite","Sat Mar 22 14:34:22 GMT 2025","failed","Sat Mar 22 14:34:22 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testGetFilteredCardsOnABoard"
"Get board","181","testGetBoard","Surefire suite","Sat Mar 22 14:34:21 GMT 2025","passed","Sat Mar 22 14:34:21 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testGetBoard"
"","131","Get all existed cards from a bord","Surefire suite","Sat Mar 22 14:34:22 GMT 2025","failed","Sat Mar 22 14:34:22 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testGetCardsOnABoard"
"Create a List on a Board","199","testCreateListOnBoard","Surefire suite","Sat Mar 22 14:34:21 GMT 2025","passed","Sat Mar 22 14:34:21 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testCreateListOnBoard"
"Update board","162","testUpdateBoard","Surefire suite","Sat Mar 22 14:34:24 GMT 2025","passed","Sat Mar 22 14:34:24 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testUpdateBoard"
"","121","get specified field from a board","Surefire suite","Sat Mar 22 14:34:22 GMT 2025","passed","Sat Mar 22 14:34:22 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testGetAFieldOnABord"
"","102","get actions from a board","Surefire suite","Sat Mar 22 14:34:23 GMT 2025","passed","Sat Mar 22 14:34:23 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testGetChecklistsOnABoard"
"","135","Get all existed lists from a bord","Surefire suite","Sat Mar 22 14:34:22 GMT 2025","passed","Sat Mar 22 14:34:23 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testGetListsOfABoard"
"","156","get actions from a board","Surefire suite","Sat Mar 22 14:34:22 GMT 2025","failed","Sat Mar 22 14:34:22 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testGetActionsFromABoard"
"Update a card","168","testUpdateCard","Surefire suite","Sat Mar 22 14:34:23 GMT 2025","passed","Sat Mar 22 14:34:23 GMT 2025","api.tests.api.CardsApiTest","Surefire test","api.tests.api.CardsApiTest","testUpdateCard"
"Get Labels on a Board","102","testGetLabelsOnBoard","Surefire suite","Sat Mar 22 14:34:22 GMT 2025","passed","Sat Mar 22 14:34:22 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testGetLabelsOnBoard"
"Get list of user","2549","Create Board Validation","Surefire suite","Sat Mar 22 14:34:18 GMT 2025","passed","Sat Mar 22 14:34:21 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testCreateBoard"
