"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Get Labels on a Board","211","testGetLabelsOnBoard","Surefire suite","Thu Mar 13 07:49:09 GMT 2025","passed","Thu Mar 13 07:49:10 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testGetLabelsOnBoard"
"Update board","295","testUpdateBoard","Surefire suite","Thu Mar 13 07:49:11 GMT 2025","passed","Thu Mar 13 07:49:11 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testUpdateBoard"
"Create a Label on a Board","325","testCreateLabelOnBoard","Surefire suite","Thu Mar 13 07:49:09 GMT 2025","passed","Thu Mar 13 07:49:09 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testCreateLabelOnBoard"
"Create a List on a Board","295","testCreateListOnBoard","Surefire suite","Thu Mar 13 07:49:08 GMT 2025","passed","Thu Mar 13 07:49:09 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testCreateListOnBoard"
"Delete a card","763","testDeleteCard","Surefire suite","Thu Mar 13 07:49:10 GMT 2025","passed","Thu Mar 13 07:49:11 GMT 2025","api.tests.api.CardsApiTest","Surefire test","api.tests.api.CardsApiTest","testDeleteCard"
"Get a card","203","testGetCard","Surefire suite","Thu Mar 13 07:49:10 GMT 2025","passed","Thu Mar 13 07:49:10 GMT 2025","api.tests.api.CardsApiTest","Surefire test","api.tests.api.CardsApiTest","testGetCard"
"Create a new Card","372","testCreateNewCard","Surefire suite","Thu Mar 13 07:49:09 GMT 2025","passed","Thu Mar 13 07:49:09 GMT 2025","api.tests.api.CardsApiTest","Surefire test","api.tests.api.CardsApiTest","testCreateNewCard"
"Get list of user","2741","Create Board Validation","Surefire suite","Thu Mar 13 07:49:05 GMT 2025","passed","Thu Mar 13 07:49:08 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testCreateBoard"
"Get board","301","testGetBoard","Surefire suite","Thu Mar 13 07:49:08 GMT 2025","passed","Thu Mar 13 07:49:08 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testGetBoard"
"Delete board","1371","testDeleteBoard","Surefire suite","Thu Mar 13 07:49:11 GMT 2025","passed","Thu Mar 13 07:49:13 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testDeleteBoard"
"Update a card","340","testUpdateCard","Surefire suite","Thu Mar 13 07:49:10 GMT 2025","passed","Thu Mar 13 07:49:10 GMT 2025","api.tests.api.CardsApiTest","Surefire test","api.tests.api.CardsApiTest","testUpdateCard"
