"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Get a attachments on a card","87","testGetAttachmentsCard","All test","Wed Apr 09 10:54:42 GMT 2025","passed","Wed Apr 09 10:54:42 GMT 2025","api.tests.api.CardsApiTest","Tests with xml","api.tests.api.CardsApiTest","testGetAttachmentsCard"
"","104","Get all existed filtered cards from a bord","All test","Wed Apr 09 10:54:37 GMT 2025","passed","Wed Apr 09 10:54:37 GMT 2025","api.tests.api.BoardApiTest","Tests with xml","api.tests.api.BoardApiTest","testGetFilteredCardsOnABoard"
"Create a List on a Board","179","testCreateListOnBoard","All test","Wed Apr 09 10:54:35 GMT 2025","passed","Wed Apr 09 10:54:36 GMT 2025","api.tests.api.BoardApiTest","Tests with xml","api.tests.api.BoardApiTest","testCreateListOnBoard"
"Get the organization that belong to action ","220","testGetTheOrganizationOfAnAction","All test","Wed Apr 09 10:54:35 GMT 2025","passed","Wed Apr 09 10:54:35 GMT 2025","api.tests.api.ActionsAPITest","Tests with xml","api.tests.api.ActionsAPITest","testGetTheOrganizationOfAnAction"
"","117","Get members of a bord","All test","Wed Apr 09 10:54:37 GMT 2025","passed","Wed Apr 09 10:54:38 GMT 2025","api.tests.api.BoardApiTest","Tests with xml","api.tests.api.BoardApiTest","testGetTheMembersOfABoard"
"","101","Get all existed lists from a bord","All test","Wed Apr 09 10:54:37 GMT 2025","passed","Wed Apr 09 10:54:37 GMT 2025","api.tests.api.BoardApiTest","Tests with xml","api.tests.api.BoardApiTest","testGetListsOfABoard"
"","96","Get closed lists from a bord","All test","Wed Apr 09 10:54:37 GMT 2025","passed","Wed Apr 09 10:54:37 GMT 2025","api.tests.api.BoardApiTest","Tests with xml","api.tests.api.BoardApiTest","testGetClosedListOfABoard"
"","105","Get all existed custom fields from a bord","All test","Wed Apr 09 10:54:38 GMT 2025","passed","Wed Apr 09 10:54:38 GMT 2025","api.tests.api.BoardApiTest","Tests with xml","api.tests.api.BoardApiTest","testGetCustomFieldsForABoard"
"","863","Invite Member to Board via email","All test","Wed Apr 09 10:54:38 GMT 2025","passed","Wed Apr 09 10:54:39 GMT 2025","api.tests.api.BoardApiTest","Tests with xml","api.tests.api.BoardApiTest","testInviteMembertoBoardViaEmail"
"Get the Board a List is on","143","testGetABoardAListIsOn","All test","Wed Apr 09 10:54:43 GMT 2025","passed","Wed Apr 09 10:54:43 GMT 2025","api.tests.api.ListsApiTest","Tests with xml","api.tests.api.ListsApiTest","testGetABoardAListIsOn"
"Get all cards available on a list","119","testGetCardsInAList","All test","Wed Apr 09 10:54:39 GMT 2025","passed","Wed Apr 09 10:54:39 GMT 2025","api.tests.api.ListsApiTest","Tests with xml","api.tests.api.ListsApiTest","testGetCardsInAList"
"Update label","269","testUpdateLabel","All test","Wed Apr 09 10:54:30 GMT 2025","passed","Wed Apr 09 10:54:30 GMT 2025","api.tests.api.LabelsApiTest","Tests with xml","api.tests.api.LabelsApiTest","testUpdateLabel"
"Get list of user","385","Create Board Validation","All test","Wed Apr 09 10:54:28 GMT 2025","passed","Wed Apr 09 10:54:29 GMT 2025","api.tests.api.BoardApiTest","Tests with xml","api.tests.api.BoardApiTest","testCreateBoard"
"Update a comment of the action","841","testUpdateACommentOfTheAction","All test","Wed Apr 09 10:54:30 GMT 2025","passed","Wed Apr 09 10:54:31 GMT 2025","api.tests.api.ActionsAPITest","Tests with xml","api.tests.api.ActionsAPITest","testUpdateACommentOfTheAction"
"Get Labels on a Board","116","testGetLabelsOnBoard","All test","Wed Apr 09 10:54:37 GMT 2025","passed","Wed Apr 09 10:54:37 GMT 2025","api.tests.api.BoardApiTest","Tests with xml","api.tests.api.BoardApiTest","testGetLabelsOnBoard"
"","99","get actions from a board","All test","Wed Apr 09 10:54:38 GMT 2025","passed","Wed Apr 09 10:54:38 GMT 2025","api.tests.api.BoardApiTest","Tests with xml","api.tests.api.BoardApiTest","testGetChecklistsOnABoard"
"Delete a card","640","testDeleteCard","All test","Wed Apr 09 10:54:44 GMT 2025","passed","Wed Apr 09 10:54:45 GMT 2025","api.tests.api.CardsApiTest","Tests with xml","api.tests.api.CardsApiTest","testDeleteCard"
"Update a name of the list","159","tesUpdateANameForToDoList","All test","Wed Apr 09 10:54:29 GMT 2025","passed","Wed Apr 09 10:54:29 GMT 2025","api.tests.api.ListsApiTest","Tests with xml","api.tests.api.ListsApiTest","tesUpdateANameForToDoList"
"Get label","121","testGetLabel","All test","Wed Apr 09 10:54:29 GMT 2025","passed","Wed Apr 09 10:54:29 GMT 2025","api.tests.api.LabelsApiTest","Tests with xml","api.tests.api.LabelsApiTest","testGetLabel"
"Archive a list on a board","179","testArchiveAList","All test","Wed Apr 09 10:54:36 GMT 2025","passed","Wed Apr 09 10:54:36 GMT 2025","api.tests.api.ListsApiTest","Tests with xml","api.tests.api.ListsApiTest","testArchiveAList"
"Get a list from a board with updated name (before 'ToDO' now it is 'Updated name for the list')","103","testGetAList","All test","Wed Apr 09 10:54:31 GMT 2025","passed","Wed Apr 09 10:54:31 GMT 2025","api.tests.api.ListsApiTest","Tests with xml","api.tests.api.ListsApiTest","testGetAList"
"Update field label","148","testUpdateFieldLabel","All test","Wed Apr 09 10:54:29 GMT 2025","passed","Wed Apr 09 10:54:29 GMT 2025","api.tests.api.LabelsApiTest","Tests with xml","api.tests.api.LabelsApiTest","testUpdateFieldLabel"
"Update subscribed field of a list","131","testUpdateASubscribedFieldOfAList","All test","Wed Apr 09 10:54:42 GMT 2025","passed","Wed Apr 09 10:54:42 GMT 2025","api.tests.api.ListsApiTest","Tests with xml","api.tests.api.ListsApiTest","testUpdateASubscribedFieldOfAList"
"Get boardStars on a Board","97","testGetBoardStarsOnBoard","All test","Wed Apr 09 10:54:42 GMT 2025","passed","Wed Apr 09 10:54:42 GMT 2025","api.tests.api.BoardApiTest","Tests with xml","api.tests.api.BoardApiTest","testGetBoardStarsOnBoard"
"Move list from one board to another","2868","testMoveListFromOneBoardToAnother","All test","Wed Apr 09 10:54:39 GMT 2025","passed","Wed Apr 09 10:54:42 GMT 2025","api.tests.api.ListsApiTest","Tests with xml","api.tests.api.ListsApiTest","testMoveListFromOneBoardToAnother"
"Get the list the action belong to","129","testGetTheListForAnAction","All test","Wed Apr 09 10:54:35 GMT 2025","passed","Wed Apr 09 10:54:35 GMT 2025","api.tests.api.ActionsAPITest","Tests with xml","api.tests.api.ActionsAPITest","testGetTheListForAnAction"
"Get the action from a board","162","getAnAction","All test","Wed Apr 09 10:54:28 GMT 2025","passed","Wed Apr 09 10:54:28 GMT 2025","api.tests.api.ActionsAPITest","Tests with xml","api.tests.api.ActionsAPITest","getAnAction"
"","90","get specified field from a board","All test","Wed Apr 09 10:54:37 GMT 2025","passed","Wed Apr 09 10:54:37 GMT 2025","api.tests.api.BoardApiTest","Tests with xml","api.tests.api.BoardApiTest","testGetAFieldOnABord"
"Create a new Card","347","testCreateNewCard","All test","Wed Apr 09 10:54:26 GMT 2025","passed","Wed Apr 09 10:54:26 GMT 2025","api.tests.api.CardsApiTest","Tests with xml","api.tests.api.CardsApiTest","testCreateNewCard"
