"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","134","Get all existed cards from a bord","Surefire suite","Fri Mar 21 18:13:29 GMT 2025","failed","Fri Mar 21 18:13:30 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testGetFilteredCardsOnABoard"
"","137","Get all existed cards from a bord","Surefire suite","Fri Mar 21 18:13:29 GMT 2025","failed","Fri Mar 21 18:13:29 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testGetCardsOnABoard"
"Update board","183","testUpdateBoard","Surefire suite","Fri Mar 21 18:13:31 GMT 2025","passed","Fri Mar 21 18:13:31 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testUpdateBoard"
"Get Labels on a Board","174","testGetLabelsOnBoard","Surefire suite","Fri Mar 21 18:13:30 GMT 2025","passed","Fri Mar 21 18:13:30 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testGetLabelsOnBoard"
"Delete a card","676","testDeleteCard","Surefire suite","Fri Mar 21 18:13:30 GMT 2025","passed","Fri Mar 21 18:13:31 GMT 2025","api.tests.api.CardsApiTest","Surefire test","api.tests.api.CardsApiTest","testDeleteCard"
"Get list of user","2538","Create Board Validation","Surefire suite","Fri Mar 21 18:13:25 GMT 2025","passed","Fri Mar 21 18:13:28 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testCreateBoard"
"","150","get specified field from a board","Surefire suite","Fri Mar 21 18:13:29 GMT 2025","passed","Fri Mar 21 18:13:29 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testGetAFieldOnABord"
"Create a List on a Board","225","testCreateListOnBoard","Surefire suite","Fri Mar 21 18:13:28 GMT 2025","passed","Fri Mar 21 18:13:28 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testCreateListOnBoard"
"Get board","239","testGetBoard","Surefire suite","Fri Mar 21 18:13:28 GMT 2025","passed","Fri Mar 21 18:13:28 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testGetBoard"
"Update a card","209","testUpdateCard","Surefire suite","Fri Mar 21 18:13:30 GMT 2025","passed","Fri Mar 21 18:13:30 GMT 2025","api.tests.api.CardsApiTest","Surefire test","api.tests.api.CardsApiTest","testUpdateCard"
"Create a Label on a Board","269","testCreateLabelOnBoard","Surefire suite","Fri Mar 21 18:13:28 GMT 2025","passed","Fri Mar 21 18:13:29 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testCreateLabelOnBoard"
"","120","get actions from a board","Surefire suite","Fri Mar 21 18:13:30 GMT 2025","passed","Fri Mar 21 18:13:30 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testGetChecklistsOnABoard"
"Create a new Card","280","testCreateNewCard","Surefire suite","Fri Mar 21 18:13:29 GMT 2025","passed","Fri Mar 21 18:13:29 GMT 2025","api.tests.api.CardsApiTest","Surefire test","api.tests.api.CardsApiTest","testCreateNewCard"
"Delete board","1601","testDeleteBoard","Surefire suite","Fri Mar 21 18:13:31 GMT 2025","passed","Fri Mar 21 18:13:33 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testDeleteBoard"
"","151","get actions from a board","Surefire suite","Fri Mar 21 18:13:29 GMT 2025","failed","Fri Mar 21 18:13:29 GMT 2025","api.tests.api.BoardApiTest","Surefire test","api.tests.api.BoardApiTest","testGetActionsFromABoard"
"Get a card","169","testGetCard","Surefire suite","Fri Mar 21 18:13:30 GMT 2025","passed","Fri Mar 21 18:13:30 GMT 2025","api.tests.api.CardsApiTest","Surefire test","api.tests.api.CardsApiTest","testGetCard"
